,REF_AREA,TIME_PERIOD,EPS,EPI,GCI 4.0: Energy efficiency regulation,GCI 4.0: Environment-related treaties in force,GCI 4.0: Renewable energy regulation,CCPI_SCORE,A01T03_Domestic,A01T03_Foreign,B05T09_Domestic,B05T09_Foreign,C10T12_Domestic,C10T12_Foreign,C13T15_Domestic,C13T15_Foreign,C16_Domestic,C16_Foreign,C17T18_Domestic,C17T18_Foreign,C19_Domestic,C19_Foreign,C20_Domestic,C20_Foreign,C21_Domestic,C21_Foreign,C22_Domestic,C22_Foreign,C23_Domestic,C23_Foreign,C24_Domestic,C24_Foreign,C25_Domestic,C25_Foreign,C26_Domestic,C26_Foreign,C27_Domestic,C27_Foreign,C28_Domestic,C28_Foreign,C29_Domestic,C29_Foreign,C30_Domestic,C30_Foreign,C31T33_Domestic,C31T33_Foreign,D35_E36T39_Domestic,D35_E36T39_Foreign,F41T43_Domestic,F41T43_Foreign,G45T47_Domestic,G45T47_Foreign,H49_Domestic,H49_Foreign,H50_Domestic,H50_Foreign,H51_Domestic,H51_Foreign,H52_Domestic,H52_Foreign,H53_Domestic,H53_Foreign,I55T56_Domestic,I55T56_Foreign,J58T60_Domestic,J58T60_Foreign,J61_Domestic,J61_Foreign,J62T63_Domestic,J62T63_Foreign,K64T66_Domestic,K64T66_Foreign,L68_Domestic,L68_Foreign,M69T75_Domestic,M69T75_Foreign,N77T82_Domestic,N77T82_Foreign,O84_Domestic,O84_Foreign,P85_Domestic,P85_Foreign,Q86T88_Domestic,Q86T88_Foreign,R90T93_Domestic,R90T93_Foreign,S94T96_Domestic,S94T96_Foreign,T97T98_Domestic,T97T98_Foreign,GDP,TRADE,INTEREST_PAYMENTS,OIL_RENTS,FINANCIAL_DEVELOPMENT
135,CRI,2016,,46.98253399816068,,,,,58.8364,37.9923,2.3001,0.8949,231.9947,1511.1838,25.3265,33.7535,6.9907,12.5101,8.7748,176.9483,33.3572,4.3187,94.2668,144.3012,67.7739,18.4705,36.7331,354.6046,6.9051,81.0777,66.8324,32.5942,23.1771,31.1083,0.0,95.6613,109.4305,124.1556,6.7022,16.5472,0.4012,4.3404,0.0715,1.8262,202.1134,902.421,4.7576,0.4706,1.3433,0.3193,573.5834,352.1738,119.2964,5.4125,145.5842,9.7548,15.0395,65.5054,34.2122,128.7479,5.997,4.0396,104.5094,161.5942,48.3942,7.3282,186.6064,101.9615,76.9237,232.4483,117.906,42.3149,20.999,10.7696,216.5465,724.2937,108.928,306.1326,0.0,0.0,5.67,0.855,7.5088,1.4168,16.5639,13.6084,5.9454,3.4811,0.0,0.0,12091.03016,62.1784781768295,11.0263284192798,0.0158677459016205,0.273
136,CRI,2017,,44.624191426257184,,,,,65.0505,37.8325,1.4361,1.4575,253.1023,1602.1198,28.4724,26.8036,8.6705,21.2744,10.2904,162.136,63.8292,6.9098,93.4989,137.2433,77.0982,18.3398,34.4613,402.5163,6.8689,75.6275,90.1827,51.964,18.2661,73.4053,0.0,92.8664,28.3364,237.1912,7.6975,10.5629,0.3021,2.6046,0.031,1.204,40.5699,1863.2781,4.5742,0.8122,4.5519,2.3993,639.5201,361.5005,138.166,6.3239,158.321,13.0318,13.4311,106.1369,40.656,146.164,5.6567,5.8163,111.9228,200.4599,56.4353,12.6403,183.5964,118.0105,75.7383,308.57,144.8806,69.3407,24.5509,13.5146,163.3817,822.9811,141.1861,283.0098,0.0,0.0,6.0606,1.2005,8.6278,1.7831,20.4442,20.0286,6.9029,4.1492,0.0,0.0,12317.09028,65.0719537438815,11.0172885301658,0.0058555348343444,0.283
137,CRI,2018,,40.91084015816489,,,,,90.4692,43.0514,5.7131,2.015,312.8109,1624.5434,47.0693,32.4976,12.385,22.9352,13.2759,152.5089,50.7315,8.3371,85.4922,145.3447,99.84,42.4009,78.5669,368.7961,15.656,84.5843,99.9308,48.9066,27.5438,75.14,0.0,91.6231,100.6099,106.8091,11.1499,18.8235,2.1522,4.8863,1.6167,6.1876,297.1472,1128.1813,20.8829,5.7336,10.2825,2.8734,803.044,371.7706,237.5869,11.7308,164.9443,18.8671,27.5826,92.8121,81.6906,170.8367,17.7444,10.8231,168.5044,195.9118,69.3075,17.534,190.5133,114.0269,94.3207,272.108,193.8087,55.6903,86.3854,14.1103,331.5462,1022.1059,201.244,309.8359,0.0,0.0,25.5768,1.3753,37.9255,3.9449,35.1777,23.1907,17.0193,5.6309,0.0,0.0,12590.24938,66.945342016636,13.4677837752809,0.0090072249417001,0.289
138,CRI,2019,,39.210283735695754,32.0,79.31,51.71,,54.456,38.7262,1.8691,0.6,301.8302,1592.7051,31.8253,30.9804,6.9378,18.3007,8.7332,163.1581,67.6634,6.9303,103.1665,141.4392,95.1881,33.5496,56.2606,384.0599,5.8675,83.5423,90.7839,49.8493,15.7407,68.8897,0.0,92.509,82.9542,114.0268,7.3989,9.0919,0.3327,3.1582,0.0849,2.3756,343.4072,1064.2793,10.4104,1.5135,2.8645,1.6025,669.8759,370.7403,143.4166,7.0354,195.5008,17.1072,18.5859,100.9352,45.023,158.9848,9.3451,7.3002,118.8599,217.7818,66.1589,13.4941,221.2247,119.9616,74.7259,294.227,168.8596,44.3071,23.186,16.4569,250.3025,1128.6739,152.8059,376.5096,0.0,0.0,4.1988,1.0275,6.8134,2.0442,20.166,22.2323,6.0405,4.4917,0.0,0.0,12884.686,65.7605300176622,14.1138984374852,0.0069863479612975,0.287
139,CRI,2020,,42.322690595320644,,,,,512.4506,250.1894,113.2821,42.2797,858.1252,2007.9063,415.4989,275.3256,192.7269,149.6126,286.9965,383.6545,437.4845,154.779,621.7635,681.2732,325.0546,170.132,613.2817,732.4941,416.9029,422.8603,377.8957,244.4649,416.9184,370.7659,0.0,136.7599,640.4919,573.3737,331.8995,224.1503,140.374,115.2552,84.0738,78.5812,1039.5712,1726.0649,587.5962,340.4673,565.0945,352.613,1730.9785,1006.8465,949.257,379.6408,796.6167,339.7556,501.225,394.4472,713.1437,738.239,482.3371,328.9271,414.6755,239.8745,556.7327,335.117,758.539,591.4008,694.979,801.2527,814.7187,551.8457,347.413,69.7961,1220.0072,2047.6384,927.2118,985.4424,0.0,0.0,283.4173,8.0723,446.0824,75.8002,403.2462,192.6327,324.703,90.2354,0.0,0.0,12394.0494,60.1398862509533,16.4638449284895,0.0034159082601099,0.278
140,CYP,2014,,52.96231876859973,,,,57.61,0.0,4.2708,15.2671,0.0,136.4899,7.3133,0.0,0.0,0.0,0.0,0.0,0.0,0.0475,0.0,12.5486,14.5034,104.0698,0.0,0.0,0.0,0.0,26.3879,11.6944,0.0,7.138,0.0126,3.0891,14.7903,3.0504,0.0,22.7676,0.3227,1.0047,0.0,0.0,0.0,0.0,0.0,0.406,0.0,9.632,1.5325,136.3563,144.1597,33.1453,1.5209,283.5328,0.0,16.2821,0.0,175.3416,123.2511,11.0568,2.1194,80.126,23.3183,268.3747,13.9963,54.8339,14.0551,271.7697,181.3667,1246.6649,1789.6385,79.1286,0.0374,25.06,33.6569,0.0,35.2755,0.0,0.0,4.0065,0.1435,2.6028,1.0308,6.6811,28.398,3.9788,1.4815,0.0,0.0,26993.10352,130.84436307939,7.86968799504098,0.0022848977248968,0.478
141,CYP,2015,,52.35008401438187,,,,66.99,0.0,4.1728,12.7206,0.0,109.8062,15.0976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9071,0.6661,90.6396,0.0,9.875,0.0,0.0,0.3655,0.0,0.0,6.9845,0.1007,10.5379,0.7198,2.6523,0.0,18.048,0.7096,0.2526,0.0,0.0,0.0,9.3589,0.0,1.8767,0.0,2.6642,1.3566,128.9463,99.7408,26.2854,1.0521,222.1552,0.242,0.506,0.0,135.3232,726.7599,11.2636,2.8908,65.961,20.8168,209.1258,30.0222,50.0203,19.498,313.3749,39.2064,1248.9748,870.9332,0.0,0.0316,35.7435,87.8821,39.5721,30.0006,0.0,0.0,3.4035,0.3084,1.9061,1.9304,5.0582,23.4747,3.3454,1.9749,0.0,0.0,23088.44141,137.276426477193,7.61383531617475,0.0,0.467
142,CYP,2016,,49.67364933811971,,,,65.12,9.5987,3.3995,12.8009,0.0,113.6012,15.4783,0.0,0.0,0.0,0.0,6.6649,0.0,0.0011,0.0,12.4058,15.242,97.5637,1.2264,9.649,0.5066,0.0,29.2742,14.5631,0.0,5.7485,0.14,2.748,1.439,0.0,0.0,10.3469,0.8316,0.0,1.2583,0.0,0.0,9.867,0.2509,0.0,0.0,5.3211,1.6215,131.8274,110.6638,27.4284,0.0,239.9038,0.5143,1.3343,0.0,231.2012,225.3551,12.1767,4.5679,69.5123,19.4937,203.0867,45.7838,49.0144,36.1962,459.3524,45.7447,1030.7135,1717.0801,14.4107,0.0373,41.5846,54.582,36.9418,37.537,0.0,0.0,3.2034,0.2737,2.2229,1.7701,5.1526,23.46,3.3186,1.8562,0.0,0.0,24280.05664,139.022098457248,6.73141280443661,0.0002762972912372,0.466
143,CYP,2017,,48.23122543906471,,,,64.28,0.0,3.2302,15.733,0.0,89.1295,18.5656,0.0,0.0,0.0,0.0,7.0982,0.0,0.0,0.0,14.4385,12.9349,115.7652,0.0,10.6071,0.306,0.0,17.8337,13.9575,0.0,6.2079,0.0712,6.3833,1.9926,4.1184,0.0,23.3646,0.0,0.2566,2.0699,0.0,0.0,24.4166,0.0,3.026,0.0,6.9658,1.8555,161.8515,104.332,32.1696,0.0,270.4957,0.4248,7.6404,0.0,273.83,238.1471,14.1608,4.4194,83.7705,22.2957,262.5742,53.4227,49.3189,60.0614,685.6691,57.3301,1356.0639,1185.2668,16.5734,0.0969,57.1382,78.034,44.5365,41.1815,0.0,0.0,3.4846,0.3153,2.4508,2.504,5.9451,26.636,3.9639,2.0246,0.0,0.0,26247.44922,148.013355558135,6.249921023036,0.0,0.549
144,CYP,2018,,47.5964920092302,,,,52.29,19.9482,5.6465,26.3248,0.0,179.9921,33.4097,3.9915,0.0,19.6256,1.5889,13.9289,0.0,1.0251,0.0,34.0349,19.963,65.4053,88.1026,22.5678,2.1916,17.1883,13.034,17.446,0.0,17.3076,0.467,36.22,3.0811,9.6681,0.0,37.2955,3.0247,3.9054,1.9842,2.2779,0.0,51.4846,0.0,4.9156,0.0,17.4249,5.1585,237.8847,148.8826,50.7879,0.0,311.8397,1.0598,24.8933,0.0,402.6028,266.2134,27.3623,10.5718,120.6549,40.9745,327.5051,89.6962,59.4487,63.3091,636.8874,227.1862,640.0053,2073.2114,54.0709,0.1057,227.6147,95.0701,89.6131,51.6996,0.0,0.0,12.0388,0.3238,10.3407,2.7112,18.6767,29.535,9.058,2.4963,0.0,0.0,29120.375,147.623567410054,5.89074411860998,0.0,0.534
145,CYP,2019,,45.448251358072405,75.08,79.31,76.54,44.34,7.0824,3.5851,13.3196,0.0,157.2719,17.2991,0.0,0.0,11.0967,0.4464,7.0282,0.0,0.0,0.0,24.9755,2.1231,91.8251,85.298,10.4473,0.2081,6.5931,7.1772,13.8202,0.0,6.2182,0.029,26.7779,0.8692,0.0,0.0,18.9655,0.5279,1.2798,1.6439,0.0,0.0,43.7128,0.0,0.5437,0.0,4.6408,1.4644,180.4528,127.9223,27.0382,3.0343,248.3721,0.3161,7.5867,0.0,183.3756,1047.2027,17.118,4.1835,77.6576,84.0341,381.6236,71.0657,68.4855,44.1375,998.0561,134.6457,1505.6469,1183.3617,0.0,0.0669,200.4902,187.6225,41.314,75.2537,0.0,0.0,2.6108,0.2764,1.6349,1.4852,4.524,26.8715,3.004,2.0909,0.0,0.0,29227.17383,150.506169561162,5.39966353205073,0.0,0.533
146,CYP,2020,,43.38715427759174,,,,41.66,391.4326,133.1669,336.2297,241.2391,699.1864,255.0023,235.4149,0.0,356.8618,104.163,404.4041,0.0,40.8419,0.0,496.0643,364.6158,457.9491,455.3838,503.3672,136.6399,300.6325,39.4933,349.976,0.0,491.3359,33.1207,493.8404,153.1723,403.6084,0.0,478.9259,106.5444,87.8386,47.3645,126.9748,0.0,744.2107,0.0,245.2431,0.0,472.4978,180.5579,1026.3349,807.6256,733.9331,366.5385,965.7702,155.0934,436.0377,247.8202,1161.337,845.8027,576.4938,335.1318,422.1764,131.923,1225.7177,831.7393,653.9909,557.0018,1813.068,967.4084,2467.1776,2276.3202,565.8246,18.7459,1243.8991,927.1786,807.1748,746.6345,0.0,0.0,395.9866,11.0429,257.6396,37.1656,255.6606,119.7438,319.8896,61.8937,0.0,0.0,28130.3418,160.66871645997,5.17528058750173,0.0,0.495
147,CZE,2014,2.5,56.012885755876376,,,,53.93,93.5569,10.7705,145.604,255.8559,1460.3525,2364.5401,333.441,699.0099,96.2266,384.0527,196.177,689.7384,375.4196,19.612,1274.6313,2975.9669,86.4022,587.5281,1104.3014,4862.7961,282.6303,2113.7091,1003.96,3403.8317,1372.218,3437.2338,990.7523,9145.5736,1255.2917,7650.0281,3478.7413,6573.7912,1665.7588,33042.5727,709.7283,680.867,409.11,1076.1794,316.7262,391.9166,78.3524,88.2085,1756.1474,5089.9257,1435.4368,1149.6474,30.8887,1.0187,243.8035,179.0994,301.8686,1173.6319,22.9634,21.5912,128.627,620.721,366.0207,595.2199,208.2155,495.0754,284.3065,954.3045,0.0,1133.3196,40.4269,83.2371,804.7916,1463.4372,198.702,430.6735,0.0,0.0,11.4743,5.8428,11.3818,11.4402,30.7908,53.8521,12.5514,7.8793,0.0,0.0,20038.41632,156.415122826886,3.39840738655954,0.0252681890510458,0.468
148,CZE,2015,2.5555556,56.07168763167194,,,,57.99,75.5483,10.7292,113.6658,254.875,1080.5683,2313.8322,300.0601,670.3259,99.3823,401.4867,224.3479,800.8183,338.1247,14.4044,937.1616,2185.3399,49.9688,432.931,883.474,4134.9787,196.7003,1834.5155,738.8101,2371.7806,931.9844,3706.8894,611.2272,7588.2701,1048.589,7207.0169,2732.1363,5589.0842,1160.0743,29764.1124,484.534,609.3122,364.5883,1232.4672,397.324,500.4978,65.3981,78.5684,1476.2782,4381.7306,1366.6699,1100.8356,29.1545,1.0003,190.2741,179.9606,261.8321,1068.6068,21.5666,23.7175,118.1811,556.3559,466.1397,516.0116,239.1895,329.166,316.2283,745.4462,0.0,984.1782,34.5817,83.2927,616.2734,1547.0092,182.8414,399.0914,0.0,0.0,9.1801,17.0895,9.582,9.0152,27.6413,58.9275,8.6467,7.3154,0.0,0.0,17931.59877,154.018400997633,2.76839937671492,0.0102914811209634,0.471
149,CZE,2016,2.7222223,54.778094388046654,,,,57.03,73.7298,10.425,122.6791,136.6829,990.4514,2370.7691,281.4174,724.7167,93.7861,407.2379,223.3086,775.7701,207.7482,9.9271,719.0533,2000.2016,47.1628,481.3145,804.5433,4347.3915,187.2657,1852.5226,619.8641,2142.8068,890.6107,3955.5253,549.0964,7666.2331,1017.5531,7536.5539,2310.8518,6909.811,1164.9322,32676.4244,423.3461,665.1616,336.5917,1369.9049,314.5331,368.086,78.5041,96.6899,1435.3075,4737.2504,1359.4008,1153.8634,30.1203,1.0062,219.3502,13.2377,277.3871,1125.9054,24.601,24.5594,123.3048,522.5357,523.8315,599.9768,245.8809,445.161,337.8174,909.1814,0.0,989.0288,36.0877,91.0181,551.6915,1684.9457,209.079,431.3603,0.0,0.0,9.6024,16.1873,10.9813,16.5145,29.045,62.6172,14.0629,10.9649,0.0,0.0,18753.96867,148.547004664435,2.37882814459673,0.0069249128799782,0.465
150,CZE,2017,2.7222223,51.00308658585961,,,,58.52,82.7825,11.0088,142.5454,98.0146,1110.3628,2498.7145,302.275,766.3519,106.7567,377.1704,230.647,792.1438,316.3846,14.2866,994.1534,2604.1532,51.8721,508.5814,933.9644,4819.302,217.7794,2022.0165,775.2107,2315.0724,972.4526,4350.9926,669.6212,9178.8701,974.9924,7457.3953,2669.8724,7628.3749,1377.8386,37680.2895,444.3485,920.9065,394.3264,1303.8823,371.0704,381.9637,92.9121,105.5964,1710.6393,5296.9321,1624.4238,1210.1527,37.7059,1.2364,254.6722,8.4,290.9069,1273.0654,40.274,39.9344,153.8861,556.0905,547.4949,664.3824,311.7867,523.8794,408.0212,1074.6078,0.0,1096.8656,44.5927,82.3288,649.8028,1762.9557,223.8632,412.4905,0.0,0.0,10.7228,24.2321,13.4452,11.5623,33.2767,74.9183,13.4523,10.8915,0.0,0.0,20913.19763,147.750834854762,1.92845908737032,0.0088162227585879,0.465
151,CZE,2018,2.8888888,49.102269889684926,,,,45.13,190.0648,15.1983,163.6621,126.5533,1242.3563,2318.508,364.7418,710.0528,158.3164,411.6473,216.7623,804.0273,66.5588,14.327,1056.5641,3850.5041,35.1414,576.4391,1049.4723,5392.364,292.8136,2250.7216,893.6325,2861.0183,1460.5284,4645.7862,666.4563,10839.544,1138.3645,8430.6947,3063.3888,9049.5791,1405.6242,40902.0807,418.1872,996.6697,530.0711,1346.1552,417.6169,371.0377,205.5036,127.3782,2265.1596,5570.819,2273.1997,1301.8188,43.6642,3.8,310.5342,20.496,493.3037,1668.0879,49.1829,46.7265,276.5075,583.9517,564.852,675.9866,296.7211,565.1887,542.8397,1123.0861,44.7025,1054.1964,138.0112,91.3278,1027.7379,1970.2935,434.0008,499.8223,0.0,0.0,48.9045,21.1356,55.9202,15.898,115.9222,75.515,34.1202,15.0386,0.0,0.0,23705.93298,145.141717890789,1.88733702877312,0.0125584051035841,0.464
152,CZE,2019,3.1111112,50.823097639502734,74.85,86.21,71.14,49.73,66.6825,11.6428,117.4059,127.525,1094.3968,2553.8862,318.8321,751.7156,102.8618,406.447,255.6667,849.8577,47.9406,7.0195,1026.0929,3731.7946,68.2128,605.6971,911.848,5114.6348,206.5844,2132.9852,868.7518,2445.4568,1031.922,4434.9532,703.861,10061.9173,998.5365,8225.5035,2916.8117,8673.8603,1476.0917,39257.29,463.635,1082.3781,464.7676,1459.0646,305.2562,282.7422,86.4228,106.9654,1867.9392,5510.843,1721.1331,1234.2119,49.4168,1.758,270.2226,42.3358,355.385,1641.6688,29.3551,64.2842,152.2535,579.79,681.5112,786.6304,336.5262,534.7464,506.2709,1203.4381,48.1655,970.889,39.7578,102.9172,615.5347,1980.6406,282.8928,546.1132,0.0,0.0,8.1062,20.5179,8.237,8.5752,28.4516,77.0052,10.2425,11.2326,0.0,0.0,24062.719,138.154609993871,1.79337146730144,0.0083220468689857,0.462
153,CZE,2020,2.9444444,54.56546195462726,,,,42.93,868.3611,288.2341,727.0121,634.6185,2116.8539,2904.0014,1135.6173,1328.4885,827.2835,998.6825,966.2285,1545.5987,647.2101,325.5153,1813.8371,3900.129,741.249,1256.1036,1701.4202,5559.5916,996.5701,2684.7608,1234.1289,2712.9924,2183.2637,5028.7158,1478.9233,10194.5831,1747.4778,9007.3786,2959.2551,8653.8818,1949.5514,35814.6618,878.9055,1176.5197,1355.6051,2195.4883,1133.3537,907.9779,925.6177,752.1078,3435.3046,6115.355,3014.6952,2194.0983,539.9149,140.2019,832.479,703.1682,1291.2266,2257.9259,549.2904,541.7653,838.1469,767.4154,1507.753,1411.0497,1010.0761,1176.1988,1483.4281,2011.7559,890.3315,1636.0911,862.7331,579.9816,1980.0602,2591.342,1047.832,1413.5311,0.0,0.0,603.7832,344.243,676.0607,394.4762,708.4927,439.7342,602.8378,381.337,0.0,0.0,23472.89155,128.780430305965,1.95803150819252,0.0050720792275744,0.452
154,DEU,2014,3.1111112,55.21972449050698,,,,61.9,0.0,166.3994,2264.1324,1056.3812,9007.4792,16267.9086,3736.8057,2475.2344,714.8793,1742.9247,4468.9669,8138.3152,872.0973,26015.3607,61579.1802,39249.5892,14991.744,18844.7691,10998.6505,10704.8961,2351.7847,4869.6177,20027.0033,15785.1473,9066.7632,8939.8582,40426.709,33324.862,44168.735,19061.1165,63255.0926,41345.1783,172119.9887,43574.1096,4840.8695,18287.6755,3768.9402,8886.4901,4900.509,1153.9928,85.6551,109.1911,14292.1172,46465.8253,8711.7692,3551.9601,26013.5278,3901.753,16493.2283,260.2117,3096.4446,3358.0415,982.6668,115.1427,126.6006,2045.3462,1311.3403,2181.268,471.7643,2081.0515,3879.1233,6266.9233,19741.9858,6374.1421,125.4785,217.2172,9251.1901,18688.8744,4135.376,8017.4634,0.0,0.0,15.0298,68.4458,11.3551,9.0484,52.2191,53.5012,17.6363,29.8941,0.0,0.0,48959.59912,76.8483516336234,3.07570194322783,0.0223645319543507,0.715
155,DEU,2015,3.0277777,53.95559989031392,,,,59.6,0.0,154.3662,1482.7864,850.5872,5938.7998,13402.2674,3696.4217,2004.079,445.8192,1483.6604,3078.0525,6346.8301,554.2514,16337.8042,42619.381,35418.4876,12298.4574,17170.0232,17970.566,8825.0155,1727.2587,4123.6771,12963.04,13405.1017,6946.3441,7594.4069,32120.9277,27908.5416,36766.9173,17008.6896,83505.8317,35135.7266,153880.7967,35213.2822,3598.6646,15617.7042,3017.7793,7341.9745,3617.8659,1233.6074,88.5026,112.6358,10655.2815,38858.4326,6474.48,2341.5952,20640.8849,2483.5227,11940.4839,3221.1666,2266.4307,2530.224,804.9462,55.9923,116.5668,2347.7977,1033.5517,2384.0702,224.5289,1583.146,3974.877,5911.4105,18056.2456,5587.6802,104.5148,167.9486,30387.1402,16239.0228,3570.1693,7647.1154,0.0,0.0,17.3939,56.247,11.8583,8.6908,58.343,57.7437,15.6356,27.2259,0.0,0.0,41929.75491,77.7565815686922,2.66365124026745,0.0109585492863493,0.74
156,DEU,2016,3.0833333,52.11565371598859,,,,58.39,392.178,138.4606,1866.1151,401.6393,5511.5252,13542.0955,3143.2925,1943.7523,343.7732,1435.0364,3241.3651,7021.5186,186.6098,16151.29,35542.9949,36736.1096,9720.8651,20491.2937,6901.6183,8906.8646,2160.4063,4076.1286,11966.5502,14360.2189,7706.5947,7159.6625,35458.6674,29140.863,28716.9094,18414.9114,47180.3995,38801.6169,100775.658,35135.0784,4930.1323,15386.4081,5770.851,8098.8414,2218.7075,1139.6664,94.0749,110.2354,9010.2669,44570.5858,8629.3398,2836.308,15931.2688,3559.2742,10754.7013,5803.0103,2101.9403,2468.6646,636.2348,101.5544,115.2401,2498.3638,1568.479,3100.9741,463.531,2447.9736,11498.1336,6767.2482,19609.455,5328.6911,149.1511,167.6119,12917.4064,19512.1278,4721.5731,9414.1805,0.0,0.0,19.5684,57.1319,13.4624,8.9002,64.8668,66.8528,21.854,29.556,0.0,0.0,42948.93819,76.0059902166055,2.22569671916529,0.0079542764068523,0.715
157,DEU,2017,3.0277777,51.737037636465985,,,,56.58,399.5684,130.5441,1866.0924,425.1411,6203.0131,15238.3166,3704.7846,2388.0746,491.1529,1705.0947,3593.2614,7437.2638,221.1075,14373.8264,32360.9283,42050.9469,7494.7453,20184.6969,9743.472,10519.5408,2540.6806,4832.6484,15314.7996,15240.6371,8483.4134,8458.5484,44644.1205,35115.904,34048.0838,20299.9323,49838.6104,46473.2157,108244.1313,33501.5239,6009.0965,18163.3287,6012.7274,8781.0227,3102.6212,1251.1627,105.7131,155.6395,9825.6764,50079.7515,6346.7629,3523.9984,14938.0828,10788.4802,11319.9444,6728.1748,3574.4446,3548.1001,879.0318,117.8391,125.4343,2729.5937,1788.613,3143.5893,230.8638,1480.0084,5242.2313,7495.1858,19666.9426,4990.8674,185.5852,148.9073,19810.7658,20527.7234,4375.4829,9427.8597,0.0,0.0,21.2121,74.5556,12.3528,8.3235,77.0518,84.4628,29.1245,30.5156,0.0,0.0,45553.93415,77.4548394742448,1.8827682952478,0.0108326903342219,0.71
158,DEU,2018,3.25,51.910125365187284,,,,56.58,952.2478,138.7598,295.3346,2990.3558,7247.2059,15862.7201,5499.3378,1893.8624,612.0186,1814.5453,5063.2712,7471.0214,390.3069,15731.194,43373.4724,41815.2048,16590.5642,27267.1236,10137.263,11142.6041,3357.872,4725.9902,16650.7858,16375.641,10126.6204,7618.313,50360.7463,32407.1841,47852.1501,21665.7653,51641.2278,43373.5953,104873.6963,35813.1956,5571.0115,18213.7891,6566.4644,6789.0332,2865.1947,1460.909,434.177,207.1667,19903.5137,50789.7245,11932.8507,2590.3798,23101.5275,6968.4842,14632.4787,2571.4381,5591.7773,2422.46,858.821,237.8855,367.7875,2028.6085,3072.4527,4069.9238,1325.6671,2564.8986,5088.4487,7234.8772,15750.4424,4802.9475,572.5898,241.1376,17620.9074,16137.1591,7850.3536,8604.9517,0.0,0.0,141.0612,77.793,59.6691,15.4556,333.2695,100.5653,120.181,40.7379,0.0,0.0,48916.16866,79.1252260463654,1.69301686936053,0.0150774778092678,0.725
159,DEU,2019,3.3055556,56.37469034147315,84.54,100.0,96.57,55.18,297.1858,125.5678,387.3826,431.3963,5525.9831,15711.1311,5072.3092,1884.2345,215.8883,1690.5616,3501.8498,7472.7842,125.9292,14366.1579,45902.9007,36691.5971,17859.5198,23671.1323,10574.9902,13238.9863,3176.5211,4913.8601,15916.2543,14322.5472,8014.2239,7478.4265,43222.6807,29096.762,31851.3402,19736.478,41480.9852,43303.7074,95924.8079,32033.5578,6062.4582,22703.0387,6351.3522,7489.4004,2758.5929,1281.9926,90.9258,158.4782,11791.8544,50323.6971,7782.4189,3396.415,15181.2612,10218.0477,13449.6545,1178.2677,9182.1977,2395.8568,955.2711,324.0663,114.0575,2105.6009,1369.3217,4047.8016,312.8997,2747.9166,5509.3278,8500.6406,20730.668,5310.7789,117.4533,105.8875,16942.1421,14310.2485,8635.1666,8596.138,0.0,0.0,13.8526,67.7595,7.6665,9.7918,59.0036,107.9157,12.6928,32.1934,0.0,0.0,47656.19974,79.0732427175683,1.4360093895827,0.0127922924108005,0.701
160,DEU,2020,3.4722223,61.53436259321819,,,,55.78,1901.8742,621.6907,1491.3777,855.1849,13195.7377,15995.4121,5659.7596,2293.5757,1161.2788,2484.7021,5320.4751,7804.9117,1070.8658,12382.7658,37121.2857,36896.5978,17293.1481,22769.1657,11864.4727,13192.1506,4508.7567,4922.0138,14271.2918,12134.2268,12772.6127,7338.3526,46392.7286,29184.6211,33907.4867,21273.533,55112.1898,39452.1393,126128.3504,25742.022,7762.4253,18606.6007,6905.3958,9359.133,2916.073,2858.2348,1419.1125,909.7219,33589.4524,50423.7046,13073.9987,4384.3933,15369.6764,9709.9423,5151.1929,1857.9876,7832.692,3296.0482,1433.8137,792.1226,527.367,1082.1271,4257.0417,4663.7421,1936.9642,3292.8216,10120.644,10135.7692,40423.648,5271.2691,1764.3975,742.3622,29822.9898,13899.8475,12120.3962,10020.2664,0.0,0.0,868.369,465.0444,947.2452,350.1467,1202.7895,670.7941,849.1382,557.1433,0.0,0.0,47394.87345,72.9335327120137,1.04773577927648,0.006730031424642,0.745
161,DNK,2014,4.1111112,67.79618608808963,,,,75.23,186.6322,60.8648,883.6523,2091.2303,4354.7337,2085.6719,227.9436,31.5832,123.5324,118.8639,277.992,190.0413,850.697,262.3365,2174.9295,1387.3102,6938.5574,544.1585,438.8498,888.1165,136.9367,439.4963,111.7087,546.3182,474.7408,898.8488,1883.0135,1283.9917,914.0119,579.1064,4614.6468,4825.5032,343.8894,218.5109,174.6678,46.6802,1107.3416,949.5504,397.7417,39.8722,173.7938,92.9218,4726.9107,5310.8327,823.11,613.4156,13601.3961,854.6136,359.3014,631.1932,637.2128,1033.0948,86.8347,98.0512,111.3162,443.7249,531.914,631.6608,67.4617,717.0101,636.502,1245.7022,999.7925,338.2562,42.6745,15.3954,1814.2785,1243.3645,832.3921,953.8557,0.0,0.0,42.1758,12.2396,10.7096,5.009,33.6441,28.9843,14.1078,4.3659,0.0,0.0,62520.45097,103.210859225139,2.82249117255485,0.834668694474792,0.684
