,REF_AREA,TIME_PERIOD,EPS,EPI,GCI 4.0: Energy efficiency regulation,GCI 4.0: Environment-related treaties in force,GCI 4.0: Renewable energy regulation,CCPI_SCORE,A01T03_Domestic,A01T03_Foreign,B05T09_Domestic,B05T09_Foreign,C10T12_Domestic,C10T12_Foreign,C13T15_Domestic,C13T15_Foreign,C16_Domestic,C16_Foreign,C17T18_Domestic,C17T18_Foreign,C19_Domestic,C19_Foreign,C20_Domestic,C20_Foreign,C21_Domestic,C21_Foreign,C22_Domestic,C22_Foreign,C23_Domestic,C23_Foreign,C24_Domestic,C24_Foreign,C25_Domestic,C25_Foreign,C26_Domestic,C26_Foreign,C27_Domestic,C27_Foreign,C28_Domestic,C28_Foreign,C29_Domestic,C29_Foreign,C30_Domestic,C30_Foreign,C31T33_Domestic,C31T33_Foreign,D35_E36T39_Domestic,D35_E36T39_Foreign,F41T43_Domestic,F41T43_Foreign,G45T47_Domestic,G45T47_Foreign,H49_Domestic,H49_Foreign,H50_Domestic,H50_Foreign,H51_Domestic,H51_Foreign,H52_Domestic,H52_Foreign,H53_Domestic,H53_Foreign,I55T56_Domestic,I55T56_Foreign,J58T60_Domestic,J58T60_Foreign,J61_Domestic,J61_Foreign,J62T63_Domestic,J62T63_Foreign,K64T66_Domestic,K64T66_Foreign,L68_Domestic,L68_Foreign,M69T75_Domestic,M69T75_Foreign,N77T82_Domestic,N77T82_Foreign,O84_Domestic,O84_Foreign,P85_Domestic,P85_Foreign,Q86T88_Domestic,Q86T88_Foreign,R90T93_Domestic,R90T93_Foreign,S94T96_Domestic,S94T96_Foreign,T97T98_Domestic,T97T98_Foreign,GDP,TRADE,INTEREST_PAYMENTS,OIL_RENTS,FINANCIAL_DEVELOPMENT
309,KOR,2015,2.9444444,27.729864834992508,,,,44.15,36.3629,6.7217,116.446,50.8825,2653.0245,621.6078,4355.299,332.9719,39.0707,8.2653,1575.1733,400.1446,13068.0576,1966.8157,32121.6456,4622.816,1082.0782,503.0818,6339.3993,1415.4278,737.022,295.8302,17784.1455,1935.7172,2930.2645,610.0857,89550.6003,8194.3621,17126.5525,2373.5193,19542.9379,4459.5226,49497.495,8910.3741,27804.2284,3692.4619,1032.0604,486.2156,15.5647,2.1127,0.1312,0.0005,14502.4244,3160.4015,340.3806,61.7,7209.6532,478.1803,1748.2667,254.6804,655.264,307.8797,35.0829,2.4727,390.6943,140.1763,1202.4856,263.7736,617.0774,89.8155,1585.353,647.4755,1401.9907,493.015,88.1374,6.4173,5013.9448,984.0528,2378.5986,880.0682,0.0,0.0,9.2177,0.3291,5.9209,0.4426,92.8266,31.7148,19.9013,2.5223,0.0,0.0,30171.79065,75.3881774564907,4.99236071006623,0.0184101263141833,0.838
310,KOR,2016,3.0,30.202142641137424,,,,37.64,40.1659,7.3317,116.7562,43.8232,2662.3111,628.8487,3772.6215,309.0587,51.4754,10.5205,1621.3046,441.4922,10380.6337,1437.898,30060.3207,4733.0914,1246.7893,490.5689,5862.7757,1295.1612,748.2711,324.7973,15468.8623,2084.6098,3287.2074,772.2635,85428.1022,7739.107,16028.8698,2293.8795,17928.2079,4208.9738,40246.7045,10863.6673,23832.8366,3071.257,927.9994,497.3481,13.4036,1.7882,0.152,0.001,13626.6857,3153.9331,418.7076,78.8933,9607.4181,641.4961,1493.4572,228.0033,592.2389,236.1002,33.8279,2.4401,424.5598,155.4695,1062.2556,250.2894,607.6165,96.7519,1550.9739,710.1643,1157.6297,349.1414,82.6231,7.9227,4039.8034,832.4321,2149.8632,926.9429,0.0,0.0,9.8319,0.4249,7.6127,0.4879,81.4684,30.4589,19.8994,3.1597,0.0,0.0,30832.06281,69.8997221316919,4.33274674039728,0.0154774466539604,0.842
311,KOR,2017,3.0,31.874359763703772,,,,38.11,44.3633,7.2489,115.3182,45.3376,2966.3738,595.1423,3727.0922,311.5683,53.7257,11.3712,1657.1296,432.6208,14675.9481,2106.5416,35734.0152,6021.8094,1604.1044,649.5683,6379.2139,1320.7756,921.8582,365.9823,19615.2901,2426.3763,3459.836,733.7495,113043.3637,7613.202,18065.3471,2711.3899,21777.2199,4178.3562,41102.764,10694.943,15362.0405,2174.2307,1042.3561,501.3496,13.6147,1.8724,0.1221,0.0004,15846.5972,3540.196,526.0332,83.2119,8912.3638,603.4288,1685.7207,224.0064,765.9899,255.0691,37.1696,2.4911,343.9627,101.2042,1103.2046,237.7309,508.7351,77.0384,1943.6778,795.7449,1488.2792,390.8194,79.4878,3.6094,4304.6165,677.6191,2414.034,909.8672,0.0,0.0,8.9883,0.3539,8.0299,0.3305,66.2489,21.5056,20.3782,2.564,0.0,0.0,33296.98454,73.1921408264016,4.00467944478201,0.0156129162216889,0.832
312,KOR,2018,3.1111112,33.796645026778606,,,,25.01,178.1794,9.8638,154.9996,71.3623,3164.0847,617.966,3988.5888,299.3865,83.3683,18.2443,1719.6593,501.859,19312.9626,2667.9554,39767.4957,6260.8519,1817.0283,743.6115,6805.105,1452.8753,1286.7694,471.3907,20001.0752,2580.2026,4018.9251,734.4964,119113.3411,8494.9976,16746.5522,2366.9741,24587.9555,5191.5611,40571.4748,8813.3484,14773.7081,2416.4013,1146.2357,438.1683,24.0687,6.3238,13.485,0.9263,19267.761,3897.3957,1076.0792,117.8344,9723.5431,657.4556,2624.4566,257.4104,1345.0739,303.8912,59.8172,6.6535,744.4913,129.5028,1144.275,251.9232,552.513,98.1303,2661.1422,1005.7812,1747.8808,431.7607,253.4465,8.3076,4836.5831,643.9283,4173.308,1145.9537,0.0,0.0,59.1548,0.5491,51.085,0.583,237.2378,31.077,83.6578,6.0701,0.0,0.0,35363.95082,74.7075162140824,3.64698786795549,0.0251346708672274,0.809
313,KOR,2019,3.1666667,38.996383788394894,87.23,86.21,83.14,28.53,47.0187,10.5921,111.9595,54.4707,3139.9284,593.9321,3229.6167,279.5872,37.851,7.2052,1825.3412,440.4918,15501.4759,1753.3839,37339.4367,6265.4811,2053.5801,741.069,7018.1465,1393.9533,1163.4099,448.0056,19689.4127,2263.3466,2723.0703,641.885,93120.6724,7709.7567,14775.716,1713.1631,25129.9107,4409.6209,38470.2936,12400.3157,13963.0844,2153.4317,961.5692,495.1724,8.9189,1.2702,13.1427,0.3245,15280.2997,3790.4343,735.0176,129.0903,10321.3322,694.7018,1922.4849,270.5784,802.0734,308.9018,160.2514,10.7835,526.6453,138.3439,1646.629,360.3044,603.0783,94.8688,2636.2489,1104.619,1768.1523,548.1966,80.8063,6.2899,4230.8499,620.5797,2367.5262,954.7685,0.0,0.0,8.0032,0.4813,6.7739,0.4956,59.1944,23.675,17.5723,3.7192,0.0,0.0,33826.94433,71.4470632403511,3.66957178616571,0.0191641999802525,0.828
314,KOR,2020,3.1666667,43.153401392557726,,,,26.75,840.2071,162.988,772.4071,523.795,3623.9313,1224.1857,4839.7327,1002.4045,737.8543,430.7083,2238.1321,1146.2483,10923.0581,1857.3509,29238.8413,6922.6575,3662.8838,2008.1983,7519.2848,2091.976,2184.9264,1124.9386,17020.66,2900.0532,4906.453,1420.8705,84988.1649,9922.3393,13726.1726,2260.9176,21393.1859,4899.489,30092.0146,12244.0832,12265.0936,2747.9367,2186.5798,1244.7227,517.4118,238.8552,713.1117,162.9148,21438.8615,4808.0189,2111.3786,849.9067,11576.4692,1453.2113,2197.4346,834.1234,1650.5231,902.4111,852.0949,375.9259,1295.8669,162.0122,2369.1314,1091.9551,1096.159,663.514,4031.3661,2020.1991,2762.6012,1288.0444,974.7216,281.7403,8353.8419,1555.8052,5164.0539,1880.2766,0.0,0.0,525.8195,3.8975,395.6694,6.2854,922.1195,252.9284,718.4095,189.1648,0.0,0.0,33645.77195,65.544957860621,3.84399851733682,0.0089868127458981,0.832
322,LTU,2014,,45.830186294637116,,,,60.94,94.2507,32.9681,37.5161,59.6831,612.5649,538.993,95.9138,280.3942,10.2044,275.2448,97.0358,90.9478,0.0,108.8086,525.908,1157.8768,6.6028,129.7128,159.1489,309.945,51.9449,127.88,6.0491,54.3388,68.8794,212.4714,117.0253,23.4972,89.7666,146.3277,60.956,133.6529,1.2125,147.4914,37.3576,65.8145,103.1901,484.9664,17.16,18.2975,33.775,17.9556,842.9488,887.4346,927.1325,276.0888,95.2569,43.1927,38.9758,48.7992,381.7442,367.9649,19.4998,19.7089,16.1875,45.9391,34.574,45.0749,12.7722,151.631,28.8933,104.5995,10.7954,102.1025,18.3461,23.2877,23.8053,88.2276,75.6468,118.5879,0.0,0.0,3.9789,1.9005,2.3296,1.1109,6.1974,8.8835,3.6297,1.0818,0.0,0.0,16446.16472,143.290115780694,5.59891209257607,0.0624235150052519,0.212
323,LTU,2015,,47.261063600315964,,,,60.07,72.717,26.7026,26.1657,61.9222,315.7164,454.9692,77.0369,212.9937,0.0,268.4431,91.1745,66.8195,11.2397,93.3071,454.189,961.568,6.0402,120.1146,134.5879,262.5869,39.635,82.61,3.8802,39.9443,63.8243,197.1999,96.0804,38.8713,79.222,137.1882,56.2347,123.2065,7.7194,138.9839,51.6331,22.0483,80.3195,429.5145,9.7893,8.294,23.2163,14.851,674.6466,810.506,711.6018,257.5154,37.8885,85.2974,20.6374,132.9249,317.339,307.7502,18.4122,17.942,15.2635,45.4095,30.6203,33.0627,10.3487,128.4625,29.3825,113.9019,9.671,91.5493,24.3289,26.0416,31.2522,101.2911,8.8024,97.444,0.0,0.0,3.5752,2.1102,1.8617,0.4333,5.7248,9.0541,3.5713,1.1034,0.0,0.0,14269.80399,138.195575009601,5.20374135827572,0.028369813462494,0.21
324,LTU,2016,,47.57946306115747,,,,58.65,34.2962,25.1591,28.7212,44.173,325.53,515.404,83.49,219.6955,103.5707,292.3068,87.4925,68.6307,0.0,70.5952,384.0715,1006.5338,18.9092,108.8927,55.0797,270.1803,40.7519,89.8405,1.9242,34.7542,66.7001,181.4966,113.4246,33.5322,53.5549,103.4881,47.6912,125.4633,0.0,106.0291,15.1381,45.3045,90.8887,516.203,12.4507,10.237,28.86,16.4563,585.7786,853.3674,757.5575,282.5582,66.1981,36.4061,22.5955,135.5754,285.7513,337.6456,14.9901,16.3372,17.0813,54.0553,28.2612,32.7352,9.6538,127.84,39.6201,167.5836,3.6425,110.52,15.6619,19.2961,34.0094,148.7783,84.57,144.36,0.0,0.0,4.1874,2.5025,2.0706,0.4698,5.5148,7.5521,2.3047,0.8039,0.0,0.0,14934.27028,134.690449650877,4.69641585196897,0.0181352318557627,0.209
325,LTU,2017,,44.597145892754924,,,,59.75,53.9005,27.9832,11.6896,49.5768,361.7092,602.3679,95.8079,218.8599,38.5255,325.0934,69.5769,89.9499,0.0,87.9423,463.4524,1226.5384,2.8641,30.972,105.2582,357.7851,56.8748,102.8158,5.1924,42.5428,20.7088,263.0593,199.0608,56.4175,132.4552,159.1926,78.2645,179.4556,4.4188,170.9532,26.3535,53.5088,111.6266,589.0824,22.4855,15.3346,27.5687,21.2433,697.1603,962.0093,986.1812,407.5181,80.1838,47.1254,54.9384,69.24,377.5738,437.1274,16.6325,22.2592,18.1692,53.6137,40.7451,44.3347,12.4698,188.2174,62.8785,285.9652,8.1129,142.3204,11.9257,20.7007,50.6537,153.432,16.2912,199.2206,0.0,0.0,5.2292,3.2352,3.7659,0.618,6.7774,8.4584,3.0061,0.9539,0.0,0.0,16800.15102,144.918393101325,4.04769606257535,0.0227232483962868,0.222
326,LTU,2018,,42.7454698215317,,,,69.2,84.929,36.5396,39.3874,72.1052,554.511,625.7973,138.9194,252.9228,175.8372,369.2352,139.2971,115.1235,12.3274,126.0667,496.8889,1494.9316,12.0309,35.2829,238.644,436.4117,94.5502,117.5335,9.8126,42.0975,102.0962,346.1595,202.4154,58.3397,164.4849,180.7031,124.4764,224.96,24.9269,229.7502,51.2923,82.2893,161.0708,693.0835,55.6982,24.3934,66.6066,29.617,963.0412,1066.0052,1489.9125,513.3033,100.3441,56.1659,78.6456,85.2681,547.6948,518.7833,30.1542,34.2861,50.6785,62.8956,56.2539,54.6825,20.0897,192.3445,98.0815,418.0521,31.6353,197.0488,51.0535,20.5245,217.2191,213.5845,74.9723,272.2427,0.0,0.0,19.7686,7.0747,15.3845,1.9777,25.8167,14.5458,11.9219,3.377,0.0,0.0,19247.23154,147.202132525221,3.22251114413076,0.0267898297704848,0.216
327,LTU,2019,,45.47343339107011,75.08,86.21,76.54,70.47,0.0,34.1651,45.3408,57.0889,578.3955,679.8488,78.4266,238.3089,45.2645,294.7117,143.8437,95.0223,0.0,144.3711,534.2766,1490.3164,0.4234,25.588,86.0026,405.0756,0.0,107.3631,0.0,33.023,137.9326,305.8682,80.5074,82.9307,56.9067,146.7252,51.5006,136.503,0.0,116.7033,56.6213,42.5951,156.789,606.6531,12.4895,16.0392,27.3461,18.6341,598.831,1060.2608,1557.0427,640.8165,78.6987,60.0107,48.8407,79.8214,451.9264,482.2897,24.279,29.9729,17.5138,63.1845,36.8893,41.9406,8.5246,177.999,81.1527,460.9079,24.5174,205.7552,18.6076,29.0922,44.9732,158.8279,136.3946,354.5882,0.0,0.0,4.3654,3.4123,1.9953,1.272,4.9657,11.4478,2.4367,1.1577,0.0,0.0,19608.79439,148.374996011818,2.96756425577347,0.0168744393867326,0.204
328,LTU,2020,,47.04743922137754,,,,66.22,812.2825,524.8795,624.449,498.7196,1268.5416,1119.2438,807.3753,811.1806,819.3846,866.5977,753.2468,588.4927,765.3141,651.7255,1276.6492,2789.7478,499.0383,422.867,942.0365,1009.2921,673.7624,582.1422,0.0,29.5225,855.8688,889.6612,770.8058,536.4144,675.7005,610.365,693.0229,609.7509,417.6326,480.2338,281.0501,344.9639,922.8196,1488.6879,665.7535,474.4945,763.3768,553.3874,2037.4757,1877.2426,2647.2479,1156.0702,668.8767,592.9408,626.3762,724.9934,1339.2241,1170.8679,540.2122,427.512,193.1733,71.0722,643.656,501.4279,655.4476,753.1648,806.4198,1025.2295,597.5184,719.8155,690.1301,494.4319,1082.2191,864.4968,1059.8426,1035.245,0.0,0.0,543.5736,265.5297,473.3531,208.2118,439.2084,226.9743,394.4629,114.7271,0.0,0.0,20428.64782,135.796565563519,2.20984204625332,0.00844361118604,0.205
329,LUX,2014,3.8888888,53.91882345584324,,,,60.27,9.8599,17.4677,0.0,9.9747,306.2225,32.1208,0.0,56.3399,0.0,15.2524,0.0,45.2204,0.0,0.0,0.0,217.4981,0.0,3.194,0.0,1525.2888,154.3937,211.4334,1312.2449,294.9359,70.3187,188.5526,0.0,247.8641,0.0,70.9612,230.3156,530.7923,0.0,15.2296,0.0,0.7878,0.0,29.1537,167.9544,91.6468,9.7832,24.4947,0.0,3370.5283,699.7091,949.9428,0.0,0.0,1505.5259,3.29,0.0,401.1183,0.0,27.2321,0.0,339.9455,0.0,534.7393,1345.5886,2763.5309,4.2138,1580.8692,7831.4196,50300.1037,0.0,107.8934,602.4099,2446.445,0.0,1108.9601,0.0,0.0,0.0,0.6212,0.0,0.4557,0.0,64.1248,0.0,12.2741,0.0,0.0,123678.7021,333.42885319668,0.989840069926538,0.0,0.735
330,LUX,2015,3.8888888,55.42100874571862,,,,57.25,6.7942,14.0175,0.0,3.8252,244.5761,25.6634,0.0,35.3023,0.0,10.781,0.0,25.2954,0.0,0.0,0.0,169.9345,0.0,2.4625,9.2719,2133.5809,117.8839,170.9341,1365.2801,288.8678,72.7935,229.2418,0.0,151.3617,0.0,41.2381,195.4155,431.5644,0.0,5.9696,0.0,0.981,0.0,22.1139,65.0112,39.3075,11.1862,31.7519,0.0,2061.3621,603.2126,748.0328,0.0,0.0,1457.2656,3.3604,0.0,328.6896,0.0,24.7598,0.0,356.8209,0.0,519.9907,1056.3922,1873.1478,5.6916,1732.7508,6250.4102,49015.1085,0.0,89.4401,489.3709,4465.7664,0.0,1183.8506,0.0,0.0,0.0,1.0359,0.0,0.3338,0.0,49.6186,0.0,11.2079,0.0,0.0,105462.0126,351.13197436149,0.931182512999526,0.0,0.719
331,LUX,2016,3.9444444,57.23304057020518,,,,62.47,6.431,13.6675,0.0,3.2774,292.9098,31.2549,0.0,35.1256,0.0,9.7143,0.0,23.4957,0.0,0.0,0.0,174.113,0.0,2.8317,10.1377,2251.6422,155.174,224.6815,1408.4125,279.5104,70.9313,255.5749,0.0,177.8586,0.0,42.2731,174.5199,494.0578,0.0,5.0337,0.0,1.8024,0.0,20.692,35.0025,22.1583,12.2903,30.9919,0.0,1772.2342,650.4313,716.3716,0.0,0.0,1389.7257,3.228,0.0,307.7795,0.0,32.3362,0.0,369.3016,0.0,518.9771,1006.108,1805.6732,11.8018,1378.4701,5626.7623,51076.73,0.0,113.2469,607.6521,5140.3169,0.0,1382.8252,0.0,0.0,0.0,0.1926,0.0,0.2649,0.0,49.9178,0.0,12.2619,0.0,0.0,106899.2935,348.437409376889,0.924495574175904,0.0,0.738
332,LUX,2017,3.8888888,57.8000763197593,,,,62.86,7.1488,14.7071,0.0,2.7462,339.3746,34.3141,0.0,57.0016,0.0,15.3232,0.0,39.4111,0.0,0.0,0.0,188.737,0.0,4.5989,6.4028,3672.5758,111.9079,356.5381,1813.6092,364.7563,87.9763,259.6578,0.0,146.1231,0.0,51.0695,180.691,594.4667,0.0,10.4713,0.0,2.3281,0.0,39.2006,41.8892,28.8783,11.8029,28.6115,0.0,1248.1926,732.4193,751.4186,0.0,0.0,1648.533,3.467,0.0,340.275,0.0,31.9381,0.0,451.8699,0.0,513.1426,1105.5282,2006.6966,22.3043,813.6832,6178.0942,55268.18,0.0,103.9311,1467.6084,2017.6401,0.0,1331.5926,0.0,0.0,0.0,0.4951,0.0,2.1343,0.0,64.1801,0.0,13.4918,0.0,0.0,110193.2138,353.793991980303,0.91419979490327,0.0,0.734
333,LUX,2018,3.9444444,56.682368431011355,,,,55.54,16.5574,18.9034,0.0,1.4091,394.2992,43.6857,0.0,67.143,0.0,21.0175,7.7715,47.5698,0.0,0.0,10.5615,232.6538,0.0,9.7722,21.0048,3736.121,113.05,242.2375,2254.6761,399.7353,106.5745,203.3518,0.0,199.3661,6.8737,65.378,173.4552,533.7787,0.0,14.2125,0.0,3.53,0.0,58.2174,53.6819,34.9943,36.9844,38.6964,14.4992,1176.6328,832.6725,826.6714,0.0,0.0,2011.7725,10.4112,0.0,359.8108,0.0,37.6078,0.0,485.3377,0.0,576.8558,1159.6976,1702.4996,51.2751,623.9994,6916.9951,62335.5448,0.0,113.41,2260.3561,2348.5298,0.0,1332.5201,0.0,0.0,0.0,0.3746,0.0,6.1412,0.0,76.5888,0.0,19.7984,0.0,0.0,116926.7596,361.865445198667,0.809005145495411,0.0,0.73
334,LUX,2019,4.1666665,56.19579090659454,75.08,93.1,76.54,59.92,7.4083,15.4611,0.0,3.3152,375.5705,37.7205,0.0,59.0847,0.0,13.0548,0.0,41.0711,0.0,0.0,0.0,192.4829,0.0,4.7966,7.0149,3202.739,72.8992,229.5818,2073.288,349.9061,70.5919,225.9032,0.0,172.958,0.0,49.7706,170.0565,517.3812,0.0,20.3755,0.0,3.0121,0.0,49.838,39.5191,30.2936,10.9996,42.4265,0.8334,1434.098,789.2571,820.2146,0.0,0.0,1684.7452,3.4268,0.0,311.8878,0.0,33.8722,0.0,487.3558,0.0,561.876,1174.1767,1500.7476,33.6562,834.3595,5294.0834,68139.2118,0.0,109.7882,2153.2737,3012.626,0.0,1677.4288,0.0,0.0,0.0,0.2236,0.0,7.2177,0.0,75.6169,0.0,15.5044,0.0,0.0,112696.6491,382.66078058442,0.753264726550957,0.0,0.729
335,LUX,2020,4.2222223,61.63345813969172,,,,60.91,531.2367,252.4502,0.0,0.0,774.9772,238.5454,0.0,463.5454,0.0,238.4729,0.0,436.0084,0.0,0.0,660.0398,799.2234,0.0,273.7663,834.4296,2966.9324,693.7874,670.4213,2446.6055,855.5534,758.7155,858.7052,0.0,117.4471,424.5714,393.8593,928.4502,1206.1345,0.0,205.0578,0.0,101.7942,0.0,622.4429,402.6228,232.9109,668.2948,518.4082,841.5538,2762.485,1567.2701,1495.5923,0.0,0.0,2885.6361,422.0448,0.0,934.7573,0.0,432.7418,0.0,417.5543,0.0,1235.3971,1923.0573,1732.9716,922.4136,2746.6066,6734.1757,67136.8301,0.0,532.4609,4689.9918,3305.0701,0.0,2251.702,0.0,0.0,0.0,245.5321,0.0,133.7223,0.0,473.7631,0.0,339.8528,0.0,0.0,116860.0282,375.581396376432,0.520721387534462,0.0,0.74
336,LVA,2014,,49.77498310194512,,,,58.73,19.5007,123.8529,0.8122,8.4096,288.9194,313.3311,51.8585,94.9279,286.0595,620.1498,51.2789,46.3105,0.0926,0.0815,136.565,49.5791,114.0936,1.5919,45.7846,71.9316,43.6564,118.4023,33.5721,21.3146,46.9236,159.9668,111.1018,24.8714,58.0712,134.3097,61.1415,74.6056,10.5983,86.5198,20.6557,23.9442,84.0933,74.8924,118.3523,37.0446,18.4572,19.9263,336.315,862.3247,598.8117,205.8532,13.2181,41.7761,39.3577,53.1403,135.9646,158.4912,12.454,6.8579,19.3594,164.0927,27.7866,27.3676,51.2376,61.0425,62.3045,139.2097,25.922,355.7165,3.7571,16.276,20.8925,61.0243,22.0528,149.7522,0.0,0.0,1.3967,1.7913,1.0898,0.3682,4.1046,13.6285,1.8129,0.8287,0.0,0.0,15185.81458,130.042252244959,4.59297572398441,0.0891082785579314,0.242
337,LVA,2015,,51.1709708251708,,,,56.65,32.988,116.7687,0.9001,5.341,150.2583,318.4114,32.4781,80.8874,167.5917,508.553,46.1459,50.1644,0.0458,0.0515,105.5911,48.9484,88.3196,1.7168,35.236,58.4295,19.8153,115.3179,52.115,32.1249,47.7561,116.7976,157.617,27.7488,22.573,144.9079,52.6213,92.386,8.5373,102.8952,28.604,22.5846,60.722,70.2735,85.7084,34.9103,12.4226,8.7235,249.5698,757.986,424.7649,255.5067,18.2285,28.4968,46.9668,93.3086,100.6512,188.2318,9.9537,8.3807,16.4546,161.6824,20.2011,34.7454,25.4967,81.8817,53.0525,166.8314,80.3019,337.4366,5.3942,12.3208,71.4238,70.3533,29.1329,147.1153,0.0,0.0,1.1995,1.4335,1.3575,0.3946,4.1713,7.0898,1.5788,0.8904,0.0,0.0,13321.97531,126.380014406006,4.2193773043273,0.0345824404298269,0.239
338,LVA,2016,,50.998270148498534,,,,61.38,33.6206,108.6149,0.8477,5.5963,172.8762,266.0889,27.1116,62.2473,169.7957,572.2313,43.5709,49.5725,0.0103,0.0213,93.3944,58.8071,90.3983,2.2722,36.9647,55.6127,31.2783,95.9522,23.2237,24.8676,50.0072,133.7327,155.7162,22.1183,32.1346,123.807,53.5408,80.6537,10.2624,80.5064,43.9653,38.6907,59.061,66.5692,66.8064,29.2544,15.4418,9.005,235.2907,817.7959,432.2759,124.6612,14.1942,35.3626,54.0162,87.3164,111.9691,145.3058,8.7309,9.3892,17.2641,148.1332,42.5866,6.2504,44.7786,153.3813,66.9398,219.2176,72.8678,334.0936,5.3467,15.3321,77.3625,79.8234,32.8014,179.5021,0.0,0.0,1.2042,1.334,1.2514,0.3651,4.1777,7.807,1.7301,0.9781,0.0,0.0,13838.52668,123.330518429659,3.53287621136836,0.0190916739437906,0.247
339,LVA,2017,,49.22151645249557,,,,61.2,38.7596,129.5459,1.0823,6.3806,211.549,333.7988,29.9998,74.3646,196.3957,616.1504,48.0692,49.4578,0.0659,0.1437,126.9918,68.8595,109.553,3.2975,41.5671,57.6877,40.2071,113.7414,18.382,23.292,62.2388,140.2614,200.6832,23.5742,42.3517,146.529,56.8519,113.0293,16.9422,105.4487,23.4269,26.0727,65.1533,71.2511,77.9011,25.5816,19.3294,14.4116,266.2529,958.0974,501.5562,157.6568,14.4391,41.7128,56.9541,103.8783,127.733,209.262,11.2799,7.8744,19.832,151.3362,49.6966,7.0938,42.1034,150.3291,79.9401,303.1713,65.5739,284.7712,6.7285,14.4176,88.5516,100.5647,40.4594,200.0858,0.0,0.0,1.2269,1.9047,1.3128,0.3678,4.1595,8.5716,2.0072,0.9693,0.0,0.0,15132.49583,128.714003328884,3.11390703672565,0.036360085832959,0.25
340,LVA,2018,,45.8996686971934,,,,63.02,61.9192,152.46,5.7759,10.9128,271.7925,348.4886,50.3738,82.9347,301.7413,703.9932,63.8604,70.1061,0.3933,0.2295,161.4517,82.3078,102.7965,6.8971,56.7465,79.7774,67.0138,129.563,22.347,30.1853,95.1637,163.402,201.5039,46.069,75.0876,198.1833,60.888,134.5414,27.9162,150.8551,48.565,62.4136,76.9221,92.4456,150.37,40.7126,39.3496,23.1644,417.4653,986.1758,592.0199,153.6285,21.3615,46.5303,107.0362,121.446,273.1767,258.5384,21.5404,11.7488,43.3071,153.6339,71.7195,11.5874,73.8296,213.599,122.3912,392.5214,75.6816,260.5514,22.9644,23.1345,149.8273,150.0616,66.6771,218.64,0.0,0.0,9.0475,3.1177,8.8769,0.5365,17.6444,12.0763,6.5792,1.5201,0.0,0.0,17252.17104,128.234095559822,2.37452091439962,0.0795369079908762,0.245
341,LVA,2019,,45.9795550709813,75.08,82.76,76.54,68.31,41.8846,160.8599,1.4514,7.8175,198.8465,387.0078,30.2027,87.7126,283.7233,634.4017,54.3599,65.7865,0.0,0.1305,146.1688,59.4434,145.0702,5.7511,50.2642,63.4999,28.4249,144.2698,5.104,34.4966,62.4956,136.6143,219.3389,38.2935,56.3934,210.0646,23.7684,100.0705,24.8973,125.8912,9.7863,45.4528,74.1187,66.7597,83.9046,26.0948,18.8268,7.4804,308.4018,904.8322,548.5768,169.4879,10.9639,27.9251,72.3281,109.3341,111.517,209.9994,16.0343,8.3251,19.3021,145.2483,56.5338,7.0342,85.2556,172.5181,130.6553,482.1869,20.0746,156.2976,3.0728,12.0688,68.7522,98.6157,31.6343,63.7221,0.0,0.0,0.956,1.723,0.8806,0.3552,3.1535,9.7844,1.3154,1.0711,0.0,0.0,17294.97516,125.29163170793,2.20997988750814,0.0593681954347841,0.216
342,LVA,2020,,45.025260965884506,,,,60.75,644.3643,623.3623,280.7708,222.1137,791.7108,702.2492,564.497,498.3548,937.7117,1191.0974,661.1814,540.3012,27.0967,17.0364,876.4128,656.8021,696.2073,281.2863,590.5102,540.0381,515.6168,547.072,329.9158,277.8881,716.7459,668.831,869.6903,520.9481,609.6787,760.4876,582.9762,549.606,383.4198,403.6067,179.7886,181.0619,742.2216,620.6918,729.9529,468.429,660.2234,429.6146,1258.6378,1667.0986,1361.4186,902.4037,470.144,355.6355,681.5358,678.8893,932.7304,886.1163,404.3989,236.8049,108.559,163.3484,652.73,405.7001,648.6659,726.8673,825.8312,928.1293,609.7753,615.4298,471.7145,322.062,889.3041,745.6478,720.0598,604.2599,0.0,0.0,239.025,59.2142,194.1066,6.7578,326.908,193.7648,233.1972,42.4857,0.0,0.0,17564.23215,123.88319804656,1.97319865648229,0.0314235592999339,0.209
343,MAR,2014,,30.291354987869155,,,,63.99,78.074,17.9212,411.682,209.687,944.4077,333.5506,1089.0149,167.8889,13.0727,5.3191,68.6454,37.1428,280.6211,65.2183,1872.0454,526.0549,42.575,121.6438,71.4721,61.1911,59.1073,36.2702,130.0317,45.4372,51.6132,38.3918,80.3268,248.99,468.7014,517.4007,0.0,166.0045,1366.7712,1696.2795,70.978,89.9722,105.955,68.9115,3.0097,2.4379,6.6534,1.8341,684.9297,237.8831,373.6993,82.9294,229.3666,43.7945,345.2118,71.5913,278.2017,172.397,72.3883,11.0112,169.8997,108.8687,93.8259,65.3139,403.6292,93.655,154.4195,181.6922,103.739,96.7414,34.8075,12.1938,373.607,172.3533,256.6291,182.6651,0.0,0.0,10.9538,0.3676,4.7547,0.9332,12.5283,10.9239,7.1853,9.6079,0.0,0.0,3435.406982,71.8935667539398,9.55613343961327,0.0027200756134493,0.332
